informationname,6
image,6
postponed,6
processed,6
demand.,6
plz,12
ringid,3
methods,12
give,9
constant,15
4,9
isvalidringid,9
to,3
english,3
go.,3
working,9
correctly.,9
2nd,6
getstringresourceinenglish,3
id,3
val,3
head,18
key.,3
api.,9
any,6
place,6
replace,18
optimise,9
getproducturl,6
catch,3
exception,3
isringidsupported,3
decompose,3
etc,3
helps,3
fewer,3
loops,3
organized,3
plus,3
addition,3
become,3
easier.,3
optimize,15
getmodevalue,3
getmodevalueforanalytics,3
alignment,24
amount,3
complete,3
initialisation.,3
pending,3
intent,3
cancel,6
alarm,12
are,3
able,3
reproduce,3
provide,3
details.,3
piece,3
duplication.,6
deregister,3
destroyed.,3
30,3
config_download_time_out.,3
country_products.json,3
two,12
locations,3
androidtestassets,3
testresources.,3
drawables,12
array,18
string.xml,3
whether,12
tolowercase,3
useful,3
now,6
date,3
reuse,3
problem,12
updatetime.tolowercase,3
refactor,3
3,9
contains,9
duplicate,15
lines.,3
pselect,3
initialisation,3
constructor.,3
ondraw.,3
finding.,3
moved,12
below,27
fix.,3
httpstfsemea1.ta.philips.comtfstpc_region28pohc_gittuscanyandroidproductionpullrequest4631_aoverview.,3
dateformat.medium,3
locale,3
discussed,15
santanu.,3
core-ktx,3
updates.,3
rather,3
creating,6
funnels,3
know,6
users,3
flow,6
path,3
point,6
breaks,3
crashlytics,3
adobe,3
analytics.,3
sure.,3
explore,3
later,6
on.,3
reminder,3
components,3
number,3
isca,3
waiting,3
ramas,3
confirmation.,3
resolve,3
selected,3
proceedlogoutsuccess,3
insurance_id,3
insurance_name,3
ever,3
boy,3
scout,3
rule,3
saw,3
now.,3
stage.,3
ok,3
getinsurancename,3
implemented,3
onvzdeeplinkhandler,6
visiblefortesting,3
annotation,3
either,6
delta,3
dental,3
generic,3
modified,6
confusion,6
referring,3
respective,3
process,3
only,6
cpd,3
gradle,3
configuration,3
hard,9
analyticsconstants,3
declared,3
teaser,3
screen.,12
launching,6
never,6
execute.,3
skipped,3
drs,3
setup,3
tagged,3
available,6
been,12
inverted,3
sure,3
flows,3
blocking,3
send,3
data.,3
called,9
foreground,3
background.,3
specialevents,3
appstateorionkilledtobackground,3
sent,3
tags.,3
avoided,3
moving,3
false.,3
handleinforeader.java,3
logic.,3
reset,3
charger,3
info,3
visible,3
processing,3
further.,3
immediately.,3
helptext1,3
helptext2,3
variables,12
optimised,3
scan_error,3
channel,3
name.,6
application,3
sessionmanager.this,6
generic.,3
topfragment,3
instanceof,3
alertdialogfragment.,3
2,15
dismissing,3
basefragment.getactivetabfragment,3
basefragment,3
3rd,3
invalidchargerinfofragment.,3
lead,15
leak.,3
completed.,3
size,12
parent,3
viewgroup,3
string.valueofamnt,3
asked,3
scenario,12
merged.,3
you,15
device.java,3
would,3
easier,3
read,3
together,3
device-specific,3
handleasset,3
returning,6
sonicaredialogtype.drs_off_for_x,3
tools,3
revision,3
29.0.2,3
august,3
2019,3
recheck,3
versions,6
libraries,3
appcompat.,3
stable,3
integration-shanghai,3
might,12
deleted,6
again.,3
shanghai.,3
onanimationend,3
device,18
presenter,3
onboardingmyprivacyfragment.java.,3
addatacoredialogfragment.java,3
addataconsentfragmentview.java,9
upgrade,9
db,6
20,3
21,3
handled.,3
upload,3
fail.,6
ononboardingquestionsloaded,3
not.,6
dpchannel,6
well.,3
shantanu,3
descriptions,3
script.,3
progress,3
oslo,18
page.,3
did,3
checks,6
supported,3
well,6
shown,3
user.,3
on,3
show,6
screen,3
consent.,6
tuscanylog,6
pass.,3
defined,3
handleunknownstate,3
sonicareconsentmanager.,3
store,3
fails,6
defined.,3
changed.,3
code1320050579,3
invalid,6
format.,6
many,9
missing.,3
templet.,3
clarification,3
tabordinal,3
-1,3
entry,3
passing,21
tongue,3
clean,3
mouth,3
rinse,3
boolean,3
consents.,3
false,3
argument.,3
before.,6
marking,3
enableconsent,3
sonicareconsentmanager.java,3
feature,12
provider,3
islivebrushingsupported,6
implementation.,6
discuss.,9
featureproviders,3
islivabrushingsupported,3
onstart,3
specific,3
reason.,3
buttons,3
enabled.,3
enabled,3
disabled.,3
osaka,12
state,9
rejected,3
inactive.,3
getdevicetofilterconsent,3
personal,6
happens,3
mouthrins,6
tongiueclean,3
popbackstack,3
onbackpressed.,3
both,3
same.,6
manager,12
your,3
activity,3
work.,3
ischecked,3
disabling,3
disable,3
tongueclean,3
utilityappcontext.getcontext,6
com.philips.cdp.ohc.utility.utilityappcontext,3
sting,6
firmware,6
upgrade.,6
flow.,3
wrong.,6
team,3
deeplink,3
hide,3
logout,6
automatically.,3
let,3
different.,3
trust,3
logged,12
navigating,3
anyway,3
sending,3
isvalidhandle,3
util,6
statement,6
retest,3
isimusupported.,3
public,9
access,6
specifier,6
isofflinesessionsummary,6
supported.,6
tuscanyble,3
connector,3
possible.,3
supportscanfilter,3
build.version_codes.o,3
medium,6
modes,3
introduce,3
override,3
array.,3
asset,6
assets.,3
bundle,3
getbundlefordeviceonboardflow,3
gethandleimagesmall.,3
others.,3
readability.,3
bleconnectioninfolistener,3
implementation,9
init,6
defaultbleconnectionstatuslistener.,3
headers,3
headers.,3
isimulockuisupported,3
optimisation,3
...else,3
assets,3
object.,3
tuscany,9
dfu,3
macau,3
privacy,3
ask,3
testers,3
once.,9
thing,3
optimised.,3
came,3
raised,3
callisto,3
ticket,3
run,3
junit,15
convert,9
doesnt,9
much,9
dependency,9
ui,15
business,3
consumes,3
dependent,3
reverted,3
resolved,78
header,6
holder,3
upg,3
bleconnectionactivity.this,3
getapplication,3
regression.,3
currentstate,3
is.,3
intuitive.,3
testcase,3
productconfiguration,3
getactivity.getsupportfragmentmanager.popbackstackimmediate,3
explicitly,3
aimee,3
sindu.,3
text,12
prev,6
per,6
guarantee,3
triggered,3
exactly,3
interval.,3
example,6
30days,3
interval,3
trigger,3
31st,6
day,6
also.,6
triggers,3
auto,3
order,9
happen,6
opens,3
zone,6
none,6
normal,6
zone.,6
tyuscanyutils,3
getbrushheadtitleid,3
file.,3
isexpertclean,3
isosloassociated,3
pmd,3
findbugs,3
analysis,3
remove.,3
solution,3
onboarded.,3
refreshcb,3
crash.,6
standardcharsets.utf_8,27
utf-8.,12
null.,12
peace,3
current,3
private.,9
implement,3
brushheadlistener,3
original,3
position,9
functions,3
makes,3
reviewer,3
life,3
difficult.,3
means,3
rawsensorpacketlistener,3
sensordatareceiver,3
scope.,3
body,3
miss,3
see,3
exist.,3
hold,3
utf-8,39
string.format,3
confirm,3
s,3
suppress,24
global,6
conflicting,3
activity.,3
sub-press,3
warning.,12
warning,15
num_items,3
helpful,3
dev,3
test.,3
shanghai,3
included,3
arraylisttoprimitiveint,3
0,3
arrayutils.toprimitivecompletedsubsegmentslist.toarraynew,6
integer0,12
var,3
remobved,3
y0,3
x1,3
imp,3
impact.,3
java,3
giving,3
arrayutils.toprimitivefinalvisiblesubsegmentsindexlist.toarraynew,6
important,3
validate,3
along,3
testactivity.java,3
title_activity_test,3
testtuscanyapplicationactivity.java,3
calendar.,3
calendar,6
calendar.getinstance,3
getsessionforcloudupload.,3
tuscanyconstants,27
tuscanyutils.isuserlogingetcontext,3
arraylisttoarrayutiltest,3
arraylisttoarrayutiltest.java,3
string.,3
device_list,3
array.xml,3
renaming,3
values-itstrings.xml,3
branch.,3
util.java,3
posting,3
thread,3
comparetoignorecase,6
compares,3
strings.,3
comparing,3
2.2.1,6
2.11.1,6
digit,3
dot,3
1,6
grater,3
hence,6
result,3
expected.,3
compareversions,3
perform,3
comparison.,3
hp,3
fortify,3
blackduck,3
tested,3
scrum,3
tester.,3
chances,3
terms,3
issue.,3
20xa,1
20xf,3
kavya,1
dhgkjafdhg,1
47357984,1
dhsakjf,1
