ReviewDate,Comments
3/23/2020 17:57,No Additional Comments
3/23/2020 17:57,No Additional Comments
3/18/2020 14:10,No Additional Comments
3/18/2020 14:10,No Additional Comments
3/18/2020 14:10,No Additional Comments
3/18/2020 14:10,No Additional Comments
3/18/2020 14:10,No Additional Comments
3/18/2020 14:10,No Additional Comments
3/18/2020 14:10,No Additional Comments
3/18/2020 14:10,No Additional Comments
3/18/2020 14:10,No Additional Comments
3/19/2020 14:57,I found sdk < M(23) condition at few places. e.g. RNGestureHandlerButtonViewManager class under react-native-gesture-handle module. 
3/19/2020 15:00,"Found a few conditions for ""Build.VERSION.SDK_INT >= Build.VERSION_CODES.LOLLIPOP"". if not required we can remove those."
3/20/2020 16:58,No Additional Comments
3/19/2020 19:02,These are from react native lib. We should not change them.
3/19/2020 19:12,XButton was left intentionally. Others are from lib which do not control.
3/20/2020 16:58,No Additional Comments
3/20/2020 16:58,No Additional Comments
3/20/2020 16:58,No Additional Comments
3/20/2020 13:19,include tests for all possible ringid/modelid 
3/20/2020 13:20,include tests for all possible model ids
3/20/2020 13:27,Check if we can use Filehelper.readFile(filepath) method. if not we can move this code to file helper
3/30/2020 20:06,No Additional Comments
3/30/2020 20:06,No Additional Comments
3/30/2020 20:06,No Additional Comments
3/30/2020 20:06,No Additional Comments
3/30/2020 20:06,No Additional Comments
3/30/2020 20:06,No Additional Comments
3/19/2020 11:10,Can you please add the log Validation of Nebraska Started.
3/19/2020 11:11,Can you please add Nebraska key in the log for better logging.
3/19/2020 11:13,Is it intentionally duplicated? 
3/19/2020 11:29,Can you move this folder to set up and add all the Nebraska string and the string resource to it? 
3/19/2020 11:31,Can you move this folder to set up and add all the Brush heads? So we can write the test cases for all the Nebraska Brush heads. (@<CODE1\310212122>  can you please comment if it's required for all the brush heads.)
3/26/2020 11:24,Is there any bug on this.
3/19/2020 12:17,No Additional Comments
3/19/2020 12:17,No Additional Comments
3/19/2020 12:17,No Additional Comments
3/24/2020 12:24,No Additional Comments
3/24/2020 12:24,No Additional Comments
3/24/2020 12:24,No Additional Comments
3/24/2020 12:24,No Additional Comments
3/26/2020 17:03,No Additional Comments
3/26/2020 8:38,please create a defect and attach it to this pull request 
3/26/2020 17:03,No Additional Comments
3/26/2020 17:03,No Additional Comments
3/26/2020 17:03,No Additional Comments
3/26/2020 17:03,No Additional Comments
3/26/2020 17:03,No Additional Comments
3/26/2020 17:03,No Additional Comments
3/26/2020 17:03,No Additional Comments
3/30/2020 14:30,No Additional Comments
3/26/2020 14:33,Will be merged after CDI testing results 
3/30/2020 11:26,GOT positive feedback from China team. we can merge 
3/30/2020 14:30,No Additional Comments
3/30/2020 11:53,Why debuggable true in release buildType ?
3/27/2020 11:17,No Additional Comments
3/27/2020 11:17,No Additional Comments
3/27/2020 11:17,No Additional Comments
3/27/2020 11:17,No Additional Comments
3/27/2020 11:17,No Additional Comments
3/27/2020 11:17,No Additional Comments
3/27/2020 11:17,No Additional Comments
3/27/2020 11:17,No Additional Comments
3/27/2020 11:17,No Additional Comments
4/1/2020 17:25,No Additional Comments
3/30/2020 20:03,IS this file still valid ?
4/1/2020 17:25,No Additional Comments
3/30/2020 22:14,yes
4/1/2020 17:25,No Additional Comments
4/1/2020 17:25,No Additional Comments
4/1/2020 9:19,this has to go in 8.0.0.
4/1/2020 11:29,seperate pull request is created for 8.0.0
4/1/2020 18:20,No Additional Comments
4/1/2020 18:20,No Additional Comments
4/1/2020 9:55,please add RCA
4/1/2020 11:16,Please check if the code is formatted properly. 
4/1/2020 15:52,No Additional Comments
4/3/2020 12:02,No Additional Comments
4/3/2020 12:02,No Additional Comments
4/3/2020 11:59,Yes. Lots of changes happening in integration. Just to avoid the merge conflicts and taking the advantages of issues fixed in RC branch we are merging it.
4/3/2020 12:02,No Additional Comments
4/3/2020 12:02,No Additional Comments
4/3/2020 10:22,No Additional Comments
4/3/2020 10:22,No Additional Comments
4/3/2020 10:22,No Additional Comments
4/3/2020 13:31,No Additional Comments
4/3/2020 13:31,No Additional Comments
4/3/2020 13:31,No Additional Comments
4/6/2020 14:19,No Additional Comments
4/6/2020 14:19,No Additional Comments
4/6/2020 14:19,No Additional Comments
4/16/2020 15:41,No Additional Comments
4/8/2020 9:11,Please fill in the developer checklist.
4/16/2020 15:18,No Additional Comments
4/13/2020 19:12,Why is this removed ? 
4/16/2020 15:18,No Additional Comments
4/16/2020 15:18,No Additional Comments
4/14/2020 8:31,No Additional Comments
4/14/2020 8:31,No Additional Comments
4/14/2020 8:31,No Additional Comments
4/14/2020 8:31,No Additional Comments
4/14/2020 8:31,No Additional Comments
4/14/2020 8:31,No Additional Comments
4/14/2020 8:31,No Additional Comments
4/14/2020 8:31,No Additional Comments
4/27/2020 12:56,observed few unused const in this class. please check and remove if not required
4/27/2020 13:01,can we move all tracking related code to single utility class to reduce class complexity?
4/28/2020 17:59,No Additional Comments
4/27/2020 18:03,Put null check for getDevice
4/27/2020 18:12,Cross verify once if the name returns by  getBrushingModeOnRoutineNumber() matching the the expected values mentioned in the tag plan.
4/28/2020 17:59,No Additional Comments
4/28/2020 17:59,No Additional Comments
4/28/2020 17:59,No Additional Comments
4/28/2020 17:59,No Additional Comments
4/15/2020 11:38,No Additional Comments
4/15/2020 11:38,No Additional Comments
4/15/2020 11:37,Changes done as suggested
4/15/2020 11:38,No Additional Comments
4/15/2020 10:37,As Deepa suggested can you please update the method in BrushHeadUtils also and use the same method there?
4/21/2020 19:19,No Additional Comments
4/21/2020 19:19,No Additional Comments
4/16/2020 13:37,Why ACCESS_COARSE_LOCATION required when we have FINE_LOCATION permission ? Please add comment
4/21/2020 19:19,No Additional Comments
4/21/2020 19:19,No Additional Comments
4/21/2020 19:19,No Additional Comments
4/21/2020 19:19,No Additional Comments
4/21/2020 19:19,No Additional Comments
4/21/2020 19:19,No Additional Comments
4/21/2020 19:19,No Additional Comments
4/14/2020 18:49,No Additional Comments
4/14/2020 18:49,No Additional Comments
4/14/2020 18:49,No Additional Comments
4/14/2020 18:49,No Additional Comments
4/15/2020 11:38,No Additional Comments
4/15/2020 11:38,No Additional Comments
4/15/2020 11:38,No Additional Comments
4/15/2020 11:38,No Additional Comments
4/15/2020 11:38,No Additional Comments
4/15/2020 11:38,No Additional Comments
4/15/2020 11:38,No Additional Comments
4/15/2020 11:38,No Additional Comments
4/16/2020 16:27,No Additional Comments
4/16/2020 16:27,No Additional Comments
4/16/2020 16:27,No Additional Comments
4/23/2020 22:25,No Additional Comments
4/23/2020 22:25,No Additional Comments
4/23/2020 22:25,No Additional Comments
4/23/2020 22:25,No Additional Comments
4/23/2020 22:25,No Additional Comments
4/23/2020 22:25,No Additional Comments
4/23/2020 22:25,No Additional Comments
4/23/2020 22:25,No Additional Comments
4/23/2020 22:25,No Additional Comments
4/16/2020 20:21,No Additional Comments
4/16/2020 20:21,No Additional Comments
4/20/2020 12:39,"Move the condition to a method with meaning name for easy understanding.
Also apply formatting"
4/20/2020 12:40,"Move the condition to a method with meaning name for easy understanding.
Also apply formatting"
4/20/2020 12:41,
4/20/2020 12:52,Move the condition to above this line. There was difference between android and iOS logic which was handle just above this line
4/20/2020 15:16,Reformat the code
4/20/2020 15:39,Remove this log once testing done. Added for reminding purpose
4/20/2020 15:45,Format the code
4/20/2020 16:28,Remove TIME logs once testing done.
4/20/2020 16:28,Remove TIME logs once testing done.
4/20/2020 16:33,"Format the code . Rename the variable ""HUNDRED"""
4/20/2020 16:33,remove it
4/20/2020 16:56,Why this API was written?   
4/20/2020 16:57,Remove timing log once testing done. Comment given for tracking purpose only
4/20/2020 17:01,Remove timing log once testing done. Comment given for tracking purpose only
4/23/2020 22:48,No need to assign to another variable.  Directly return. Do this in all the classes where delete operations performed  and applicable in the PR.
4/20/2020 17:02,Check code formatting 
4/20/2020 17:04,Remove timing log once testing done. Comment given for tracking purpose only
4/20/2020 17:06,Revert this once testing done
4/20/2020 17:08,Revert Jenkins file change
4/20/2020 19:08,
4/20/2020 19:11,"Pass momentTimeStamp instead of resultDate and compare with
DateUtil.getDaysFromNow(HelperConstants.DATA_PURGING_DB_NO_OF_DAYS"
4/20/2020 19:22,"1.Format the code. 
2. Move code to onStart().
3. Also check response is getting executed in Main thread or not.
4. Dispose once response received"
4/23/2020 23:00,make it private
4/24/2020 0:05,If handler is null do emitter.onNext(true). Other wise call back will bot get called.
4/24/2020 0:35,This should not be removed from here
4/24/2020 0:36,It should be handleDrsDialogOnAppUpgrade.
4/24/2020 0:38,This should be inside else part
4/24/2020 0:39,After this we need to call emitter.onNext(true);
4/24/2020 0:42,No Additional Comments
4/28/2020 18:07,No Additional Comments
4/21/2020 10:12,Please rename it to isSessionDataPriorThreshold
4/21/2020 10:12,Please rename it to isSessionDataPriorThreshold
4/23/2020 22:27,No Additional Comments
4/23/2020 22:27,No Additional Comments
4/23/2020 22:27,No Additional Comments
4/23/2020 22:27,No Additional Comments
4/23/2020 22:27,No Additional Comments
4/20/2020 12:45,No need for switch case here. just add the type to TuscanyUtils.checkPrivacyNotice and it should work
4/20/2020 12:49,DD_INTERNET_ERROR_DIALOG?
4/20/2020 15:35,Please use the appropriate name here
4/20/2020 12:56,Why we need this one here?
4/20/2020 15:46,Can you please rename to openUrlInExternalBrowser.
4/20/2020 17:52,Please fill up the template
4/23/2020 22:27,No Additional Comments
4/23/2020 22:27,No Additional Comments
4/29/2020 15:00,Approved based on the verification of changes in the class SplashInsurancePresenter.java. Other changes are not verified by me.
4/29/2020 15:15,No Additional Comments
4/29/2020 15:15,No Additional Comments
4/29/2020 15:15,No Additional Comments
4/23/2020 19:22,No Additional Comments
4/23/2020 19:22,No Additional Comments
4/23/2020 19:22,No Additional Comments
4/28/2020 15:37,Is this variable used any where ?
4/28/2020 17:37,Code Duplication
4/28/2020 18:00,No Additional Comments
4/28/2020 18:00,No Additional Comments
4/27/2020 13:35,No Additional Comments
4/27/2020 13:35,No Additional Comments
4/27/2020 13:35,No Additional Comments
4/27/2020 13:35,No Additional Comments
4/27/2020 13:35,No Additional Comments
5/4/2020 13:53,No Additional Comments
5/4/2020 13:53,No Additional Comments
5/4/2020 13:53,No Additional Comments
4/28/2020 19:43,Why only imports are added in this file ?
4/28/2020 19:46,fix the style
4/28/2020 19:46,single line else do not put { }
4/28/2020 19:48,"Allow the hole area clickable not just arrow button
Note : Link should be excluded"
5/4/2020 12:56,Use observe. Do not user observeForever as the observer will exist without the knowledge  of fragment lifecycle Will cause Memory Leak
5/4/2020 13:29,Move this logic to view model
5/4/2020 13:53,No Additional Comments
4/28/2020 10:37,Move this method to the PathSelectorFragment class. 
4/28/2020 10:46,"Revert this and in the solutionSelectionLayout add 
        android:layout_weight=""1""
        android:layout_height=""0dp"""
5/4/2020 13:53,No Additional Comments
5/4/2020 13:53,No Additional Comments
4/28/2020 15:12,No Additional Comments
4/28/2020 15:12,No Additional Comments
4/28/2020 15:12,No Additional Comments
4/28/2020 15:12,No Additional Comments
4/28/2020 15:12,No Additional Comments
4/28/2020 15:12,No Additional Comments
5/4/2020 11:15,No Additional Comments
5/4/2020 11:15,No Additional Comments
5/4/2020 11:15,No Additional Comments
4/30/2020 20:38,This dialog will conflict with data purge dialog. The code related to data purge dialog is present in Integration-Branch. When 8.1.0 gets merged to Integation-Shanghai branch please take care of this scenario.
5/1/2020 13:28,No
5/4/2020 11:15,No Additional Comments
4/30/2020 11:54,No Additional Comments
4/30/2020 11:54,No Additional Comments
4/28/2020 21:26,Is this required as the we are already assigning currentLocationPermissionResult under postCurrentBleStatus() API call.
4/28/2020 21:39,
4/28/2020 21:46,
4/28/2020 21:47,
4/30/2020 11:54,No Additional Comments
4/30/2020 11:54,No Additional Comments
4/30/2020 11:54,No Additional Comments
4/28/2020 18:23,No Additional Comments
4/28/2020 18:23,No Additional Comments
4/28/2020 18:23,No Additional Comments
4/28/2020 18:23,No Additional Comments
4/28/2020 18:23,No Additional Comments
4/28/2020 18:23,No Additional Comments
4/28/2020 18:23,No Additional Comments
4/28/2020 19:39,No Additional Comments
4/28/2020 19:39,No Additional Comments
4/28/2020 19:39,No Additional Comments
4/28/2020 19:39,No Additional Comments
4/28/2020 19:39,No Additional Comments
4/28/2020 19:39,No Additional Comments
4/28/2020 19:39,No Additional Comments
4/28/2020 19:39,No Additional Comments
4/28/2020 19:39,No Additional Comments
5/4/2020 9:58,please dont print Stacj trace .. we have a log method .. so log in debug mode only 
5/4/2020 10:02,same as above
5/8/2020 12:41,Do not remove this if block. Remove only commented code.
5/8/2020 13:08,"Always use TuscanyLog.printStackTrace while tracing the exception.
Please do this changes to all effected files"
5/8/2020 13:17,This line does not have any impact as the. return value was not used. Check if we can remove this.
5/8/2020 13:32,Remove this line. This line does not have any impact on solutionJsonString as it was not assigned back after replacing.
5/8/2020 13:35,
5/8/2020 13:41,All the places where such changes are done  list out them and consider for testing to check side effect
5/8/2020 13:52,Comments given before for similar lines of change. change accordingly
5/21/2020 20:10,No Additional Comments
5/21/2020 20:10,No Additional Comments
5/6/2020 11:13,No Additional Comments
5/6/2020 11:13,No Additional Comments
5/6/2020 11:13,No Additional Comments
5/6/2020 9:48,
5/6/2020 9:49,Move this group of code to a separate function.
5/6/2020 10:40,correct the spelling : function name
5/6/2020 11:13,No Additional Comments
5/6/2020 11:13,No Additional Comments
5/6/2020 11:13,No Additional Comments
5/6/2020 11:13,No Additional Comments
5/5/2020 16:39,No Additional Comments
5/5/2020 16:39,No Additional Comments
5/5/2020 16:39,No Additional Comments
5/5/2020 16:39,No Additional Comments
5/5/2020 16:39,No Additional Comments
5/5/2020 16:41,No Additional Comments
5/5/2020 16:41,No Additional Comments
5/5/2020 16:41,No Additional Comments
5/5/2020 16:41,No Additional Comments
5/5/2020 16:41,No Additional Comments
5/5/2020 16:41,No Additional Comments
5/5/2020 16:41,No Additional Comments
5/5/2020 16:41,No Additional Comments
5/6/2020 20:30,No Additional Comments
5/6/2020 13:42,Please add the story template
5/6/2020 20:30,No Additional Comments
5/11/2020 10:52,No Additional Comments
5/11/2020 10:52,No Additional Comments
5/11/2020 10:52,No Additional Comments
5/6/2020 9:30,"For TW"" ""MO"" ""HK corresponding language string are not present. Please check with PO and Dulce."
5/11/2020 9:52,What about MO?
5/11/2020 10:51,For MO China strings added
5/11/2020 10:52,No Additional Comments
5/11/2020 10:52,No Additional Comments
5/11/2020 10:52,No Additional Comments
5/11/2020 10:52,No Additional Comments
5/6/2020 12:38,can we remove this file instead of commenting 
5/7/2020 15:45,No Additional Comments
5/7/2020 11:38,No. We will continue to write test cases. Once this build issue fixed which is happening due to latest version of test library we will uncomment them.
5/7/2020 15:45,No Additional Comments
5/7/2020 9:11,No Additional Comments
5/7/2020 9:11,No Additional Comments
5/7/2020 9:11,No Additional Comments
5/7/2020 9:11,No Additional Comments
5/7/2020 9:11,No Additional Comments
5/7/2020 9:11,No Additional Comments
5/8/2020 13:38,No Additional Comments
5/8/2020 13:38,No Additional Comments
5/8/2020 13:38,No Additional Comments
5/8/2020 13:38,No Additional Comments
5/11/2020 10:44,No Additional Comments
5/11/2020 10:44,No Additional Comments
5/11/2020 10:03,
5/11/2020 10:44,No Additional Comments
5/11/2020 10:44,No Additional Comments
5/11/2020 10:44,No Additional Comments
5/11/2020 10:44,No Additional Comments
5/15/2020 18:27,Remove this listener instead use View.OnClickListener
5/15/2020 20:47,"[coding standard]
1.Do not pass handleFeature instead pass isIMUSupported similarly instead of passing fragment  pass currentBottomNavItem. By doing this we are restricting accessibility to other datas which are available through fragment and handlefeature. 

[Readability]
2. Name item is confusing. Rename to data"
5/18/2020 0:51,[Design] Move FeatureProvider to HomeActivtiyViewModel because In future it will be used  across all the tab's fragment.
5/18/2020 0:54,[Readability] Is this API targeting to to refresh only brushing data? if so rename the API to refreshBrushingData
5/18/2020 1:28,"[Readability] 
How about doing this for extension function:
1. Create a package called UiExtensionFun and add UI related extension functions into this package
2. A view for which we want to add extension function create a separate file  corresponding to that class and add the extension function. For Example:- In this case create file with name TextViewExtension.kt and add TextView.doUnderline() to it."
5/18/2020 1:28,[Unit Test] Write Test case for this class
5/18/2020 1:30,[Unit Test]  Add test case for this in ProgressReportProcessorTest.kt
5/18/2020 11:38,"We can't remove this Interface as it's same will be passed to the child recycler view like ""onDateSelectListener""."
5/11/2020 9:54,No Additional Comments
5/11/2020 9:54,No Additional Comments
5/11/2020 9:54,No Additional Comments
5/11/2020 9:54,No Additional Comments
5/22/2020 11:47,No Additional Comments
5/22/2020 11:47,No Additional Comments
5/22/2020 11:47,No Additional Comments
5/22/2020 11:47,No Additional Comments
5/14/2020 20:56,No Additional Comments
5/14/2020 20:56,No Additional Comments
5/14/2020 10:48,[Design] Move this to outside Onboarding package so that it was used in other places
5/14/2020 10:51,[Design] Instead of handling here register continueClick listener from  searching fragment and handle the call back in searching fragment
5/14/2020 10:54,"[Design]
1.In BaseFullScreenDialogFragment expose OnDismissListener
2. Now thats available to all the troubleshoot fragments
3. Attach dismiss listener from searching fragment right after creating troubleShoot dialogs and call tryAgain() from the dismiss listener."
5/14/2020 10:58,"[Readability]
Move troubleshoot to devicesetup package"
5/14/2020 20:56,No Additional Comments
5/14/2020 20:56,No Additional Comments
5/14/2020 20:56,No Additional Comments
5/14/2020 20:56,No Additional Comments
5/14/2020 20:56,No Additional Comments
5/14/2020 18:20,No Additional Comments
5/14/2020 18:20,No Additional Comments
5/14/2020 18:20,No Additional Comments
5/14/2020 18:20,No Additional Comments
5/14/2020 18:20,No Additional Comments
5/14/2020 17:15,No Additional Comments
5/14/2020 17:15,No Additional Comments
5/14/2020 17:15,No Additional Comments
5/14/2020 17:15,No Additional Comments
5/15/2020 13:31,No Additional Comments
5/15/2020 13:31,No Additional Comments
5/15/2020 13:31,No Additional Comments
5/15/2020 13:31,No Additional Comments
5/15/2020 13:31,No Additional Comments
5/21/2020 19:07,No Additional Comments
5/21/2020 19:07,No Additional Comments
5/20/2020 12:59,"[Error Handling] 
Check condition token == null. If token is null we should not proceed to push notification registration as it will fail with protocol error."
5/21/2020 1:16,"For safe side Should we add a null check to ""token"" which is passed as an argument ? "
5/21/2020 1:09,"[NFR] If the Firebase token is null which is stored in the shared preference  then only we should call firebasePushNotificationRegistration() otherwise on every app launch the app will hit the Firebase server to fetch the token. Let's handle that.


Note : When there is change in firebase token   onNewToken(final String token) API which is present in FirebaseMessagingService class will be called by Firebase."
5/21/2020 19:07,No Additional Comments
5/21/2020 19:07,No Additional Comments
5/25/2020 10:58,No Additional Comments
5/25/2020 10:58,No Additional Comments
5/25/2020 10:58,No Additional Comments
5/25/2020 13:01,No Additional Comments
5/25/2020 13:01,No Additional Comments
5/25/2020 13:01,No Additional Comments
5/25/2020 13:01,No Additional Comments
5/22/2020 12:12,Track analytics after action.
5/22/2020 12:15,Analytics can be tracked after showing first prompt.This logic can be placed inside sendAnalyticsForPrompt() in such case.
5/22/2020 17:47,Align else and return in one line or else enclose return in braces.
5/25/2020 13:01,No Additional Comments
5/25/2020 13:01,No Additional Comments
5/25/2020 13:01,No Additional Comments
5/21/2020 19:52,No Additional Comments
5/21/2020 19:52,No Additional Comments
5/21/2020 19:52,No Additional Comments
5/21/2020 19:52,No Additional Comments
5/21/2020 19:52,No Additional Comments
5/21/2020 16:21,No Additional Comments
5/21/2020 16:21,No Additional Comments
5/21/2020 16:21,No Additional Comments
5/21/2020 15:48,"[coding standard] Wrong font. please use fonts/centralesansbook.ttf.
Also move theme and viewPump to a separate method. "
5/22/2020 11:44,No Additional Comments
5/22/2020 11:44,No Additional Comments
5/22/2020 11:44,No Additional Comments
5/22/2020 11:44,No Additional Comments
5/22/2020 11:44,No Additional Comments
5/22/2020 11:44,No Additional Comments
5/22/2020 11:44,No Additional Comments
5/22/2020 11:44,No Additional Comments
5/22/2020 11:44,No Additional Comments
5/21/2020 19:57,No Additional Comments
5/21/2020 19:57,No Additional Comments
5/21/2020 19:57,No review comments. All looks fine.
5/22/2020 10:57,No Additional Comments
5/22/2020 10:57,No Additional Comments
5/22/2020 10:57,No Additional Comments
5/22/2020 10:57,No Additional Comments
5/22/2020 10:57,No Additional Comments
,
,
,
,
,
,
,
1/15/2020 10:49,No Additional Comments
1/15/2020 10:49,No Additional Comments
1/15/2020 10:49,No Additional Comments
1/10/2020 13:57,Fix the allignment
1/10/2020 13:58,Move these lines to a common API and call it from different click listeners
1/10/2020 13:58,Remove these empty space
1/15/2020 10:49,No Additional Comments
1/15/2020 10:49,No Additional Comments
1/15/2020 10:30,Revert white space removal changes
1/15/2020 10:31,Revert white space removal changes
1/15/2020 10:32,Revert white space added changes
1/10/2020 13:39,No Additional Comments
1/10/2020 13:39,No Additional Comments
1/10/2020 13:39,No Additional Comments
1/10/2020 13:39,Code merged from master to develop.No code review performed.
1/8/2020 21:26,No Additional Comments
1/8/2020 21:26,No Additional Comments
1/8/2020 21:26,No Additional Comments
1/8/2020 21:26,No Additional Comments
1/8/2020 21:26,No Additional Comments
1/16/2020 11:23,No Additional Comments
1/16/2020 11:23,No Additional Comments
1/16/2020 11:23,No Additional Comments
1/14/2020 15:04,Change method name to updateUIState 
1/14/2020 15:07,Change the name to uiVisibleState. Default assign to true in-order to avoid negation conditions which gives better code readablility.
1/14/2020 15:07,Change the API name to updateUiState
1/14/2020 15:08,Correct the alignment.
1/16/2020 11:23,No Additional Comments
1/16/2020 11:23,No Additional Comments
1/8/2020 21:52,No Additional Comments
1/8/2020 21:52,No Additional Comments
1/8/2020 21:52,No Additional Comments
1/9/2020 12:16,No Additional Comments
1/9/2020 12:16,No Additional Comments
1/9/2020 12:16,No Additional Comments
1/9/2020 12:16,No Additional Comments
1/15/2020 11:00,No Additional Comments
1/14/2020 15:13,As we have multiple link now may be it is good idea to name it with the intended target. Ex - UserAgreementLink WebAgreementLink etc.
1/14/2020 15:48,Please update the class name do that it match with the naming convention of other fragments. Should ends with fragment suffix.
1/14/2020 16:12,As mentioned before setting of span should be in common method.
1/14/2020 16:21,Please update the name of the layout to match other layout files.
1/14/2020 16:22,Please try avoiding hardcoded margin/padding. Use dimen folder.
1/14/2020 16:59,Please define all these in a style instead of putting it in xml
1/14/2020 20:44,I think now we dont need the first assignment. As the page title is already being set.
1/14/2020 20:50,Do we really need this additional relative layout. I think we can remove it and align the ScrollView to the right position.
1/15/2020 11:00,No Additional Comments
1/14/2020 14:58,Can pull out a utility method to set span
1/14/2020 15:05,Create a single web fragment.Override in case functional changes
1/14/2020 15:15,Please add checklist
1/14/2020 18:29,No Additional Comments
1/14/2020 18:29,No Additional Comments
1/14/2020 18:30,No Additional Comments
1/14/2020 15:10,Checklist is missing
1/14/2020 18:30,No Additional Comments
1/14/2020 18:30,No Additional Comments
1/15/2020 12:35,No Additional Comments
1/15/2020 12:35,No Additional Comments
1/15/2020 12:35,No Additional Comments
1/15/2020 12:35,No Additional Comments
1/15/2020 12:35,No Additional Comments
1/15/2020 12:35,No Additional Comments
1/15/2020 12:35,No Additional Comments
1/15/2020 12:35,No Additional Comments
1/16/2020 12:41,No Additional Comments
1/16/2020 12:41,No Additional Comments
1/16/2020 12:41,No Additional Comments
1/16/2020 12:41,No Additional Comments
1/27/2020 13:17,No Additional Comments
1/27/2020 13:17,No Additional Comments
1/24/2020 15:49,Move this set of code to a different API.. May be resetFirmwarePreference
1/24/2020 16:06,"Move the hole code to a different function.
"
1/24/2020 18:50,Move this line to resetFWUpdateNotificationPreferences function
1/27/2020 13:17,No Additional Comments
1/27/2020 13:17,No Additional Comments
1/27/2020 13:17,No Additional Comments
3/9/2020 13:38,No Additional Comments
3/8/2020 23:17,
3/8/2020 23:27,The way adapterView item click handled similarly handle for ClickableSpan
3/8/2020 23:30,Move OnSingleItemClickListener and RapidClickDetector to a separate package may be ViewListeners and do not expose RapidClickDetector out side this package.
3/9/2020 13:38,No Additional Comments
3/9/2020 13:38,No Additional Comments
3/9/2020 13:38,No Additional Comments
3/9/2020 13:38,No Additional Comments
2/14/2020 8:59,please check the build and make it green 
2/24/2020 13:39,No Additional Comments
1/23/2020 17:29,INVALID_SIGNATURE : No need to handle this error case as data core API is not using SIGNATURE based authentication mechanism.
1/23/2020 17:38,Translate to core java.
1/23/2020 18:20,What is reactivex ? Why are you using this lib?
1/23/2020 18:32,Bits of code we do not want in rx java. Change accordingly.
1/24/2020 10:39,Lets discuss on this
1/23/2020 18:45,Please check if this change has impact on the test cases. Also add necessary test cases to cover the new codes if required because integration build will fail if TICS scores down.
2/13/2020 18:39,Remove this class as it is not used
2/13/2020 18:40,Clear unused imports
2/13/2020 18:40,
2/17/2020 14:48,Change Param Context to UpgradeFileDownloadTaskListener
